id,language
147016458,en
36221636,en
59250665,en
42206347,en
426610738,en
23123883,de
123800771,en
527609844,de
157343059,en
130934443,en
98373759,es
157307265,pt-br
118963149,it
174686079,fr
30458295,pt-br
132900687,de
417581289,tr
123067038,en
36948149,ru
107551531,de
91990032,en
175016526,en
38646632,en
172791993,en
44034733,en
511335872,tr
39501865,en
182962411,en
123721524,en
614580164,en
126436297,en
29528336,en
515610206,it
38682663,en
88169992,en
99606225,en
178513907,tr
77153684,de
142779073,en
425534126,en
121904349,ru
24716782,en
157995168,pt-br
440859737,en
239882716,es
73522739,fr
84719816,ru
111974014,de
30805171,es
102346837,pt-br
587507187,en
275272993,fr
118110732,ru
98652472,en
73735538,en
137604582,ko
55734842,en
136877209,en
458380257,it
39468491,es
202684068,en
55304118,es
442258206,ru
31096023,es
109609395,en
86654766,en
32056209,en
30224721,fr
45922426,ru
55286363,en
631518092,pt-br
470832830,tr
48566375,en
98700118,it
137443502,en
193639721,pt-br
45951681,en
186713738,pt-br
120138407,pt-br
58071115,es
191556021,en
150898104,ru
110926030,fr
53641088,fr
111768177,de
192082941,ru
139848119,tr
164567690,en
49418475,en
411613479,fr
29162057,en
40356212,en
96706929,en
122888997,en
40013673,es
136956829,en
157440062,en
23838963,en
48876235,en
153475752,en
123890760,en
129440913,zh-tw
128544632,pt-br
47924530,en
188490584,en
78077061,en
79658259,en
112205452,en
31207068,en
72700357,en
224764461,ko
147118402,ru
49855925,ru
39048329,ru
48868456,de
79087140,tr
26837669,ko
280282532,it
148023976,it
112423840,en
79202256,en
58486016,en
91494571,pt-br
135103092,fr
43844311,en
120578793,es
99920914,ru
52443328,it
213791159,en
512085578,ru
127730588,ru
44748026,ru
40298003,ru
87574195,de
191518091,en
93936044,tr
38368079,en
105312842,en
53600087,pt-br
437392730,en
179992320,es
46431370,en
429369796,en
110336800,en
569324930,pt-br
157784590,en
97189013,fr
145875996,tr
411712420,it
43246220,en
31595348,en
109765315,it
127443997,es
105351856,en
31723226,en
20696116,en
34862965,en
544340296,fr
260631435,en
79846693,en
119413137,fr
72210831,fr
117481096,en
140400921,en
192472970,en
39249330,en
45912780,ru
452313289,en
41616317,en
272998796,en
70964046,en
38822100,fr
181293545,es
458446806,en
411448125,tr
44784857,fr
92848919,ru
26025898,en
128162420,fr
153697806,de
75373669,fr
451452610,en
201428467,en
460209842,en
100033175,tr
67744347,es
33947304,en
154238168,pt-br
76056108,en
36681836,en
112603671,fr
107404878,en
124403155,fr
104519539,es
88542806,ru
478701870,en
71190292,en
36926489,en
137098928,en
160377301,en
146922206,en
29795919,en
411746363,en
38433240,en
45184940,en
430476278,es
85581832,en
217965779,en
134965839,en
159498717,en
469711093,pt-br
63096750,en
56938961,en
66302775,es
128002336,en
63164470,en
47939440,es
110276214,en
29249710,es
106065411,en
124467333,ko
59131475,es
516217740,en
105584645,en
88208039,pt-br
91465245,ru
138240340,ko
117379932,en
252606559,pt-br
42242477,en
172376071,de
408679510,en
146790215,en
130178840,es
148842622,ko
83635994,en
119253305,en
142726152,en
14293484,en
32905366,en
74505272,en
46945963,en
139778025,en
53671473,en
52959392,en
414507208,en
100625840,es
556576334,pt-br
212744599,en
75645599,ru
56962861,en
47474524,en
523381689,en
30171560,en
94851664,es
204708397,es
20993498,en
147375470,en
71445641,en
31058366,en
143411558,en
96428232,en
63446827,de
412271003,en
32409994,en
79698024,en
41467289,en
63062197,pt-br
116561916,ko
115467657,en
83800753,en
39711157,pt-br
25766032,en
117494163,en
95518828,es
79056527,en
36852565,pt-br
122320584,es
57671040,en
50185928,en
30080840,en
49415591,en
167541104,en
14836307,en
36125736,en
544319470,zh-tw
100700066,en
24198048,en
173687771,en
182531926,en
507150245,pt-br
95462962,en
79137878,en
104479893,it
476394926,ru
646576358,ko
56361303,en
492813264,de
140792340,es
184336761,en
139748304,en
472254606,es
59715723,pt-br
501041739,en
131861345,en
433453866,en
52608045,de
124386057,es
45581909,pt-br
537219718,pt-br
40541068,en
62007425,es
58534131,ko
39646254,en
78903253,en
31038211,en
437396969,en
96061540,en
142145687,en
262969223,ko
247736038,en
38958459,en
252518972,pt-br
100048373,ko
158360593,en
31840313,en
148659546,en
138030712,ko
139466055,en
81578595,en
71308546,es
23446082,en
49130581,zh-tw
132642622,en
44558619,en
38808314,es
53619534,en
263161158,es
164938966,en
39464264,en
26504229,en
147281673,en
519827250,en
128263362,en
39602058,ko
86100905,en
154397342,pt-br
165785,en
98087706,en
157561255,en
115994925,en
97457591,ko
152644858,en
24112133,en
491994170,fr
152005300,en
118385536,en
124667314,pt-br
72736442,en
206990465,en
4666862,en
96738828,en
70941755,en
554463983,en
461913816,en
29363507,en
192182398,en
145808617,ko
18731326,en
593860034,en
135766441,zh-tw
126340563,en
135162278,en
500998376,zh-tw
16371219,ru
508007333,es
128979953,en
46294177,en
278312812,en
130341443,en
127824242,ko
146201683,en
165978292,pt-br
22053765,en
102766788,fr
104410477,en
253262988,pt-br
128637814,pt-br
114402277,en
62663660,en
31506856,en
19797868,en
584499484,ru
638439863,en
89537237,en
41182630,en
63809814,en
26745706,en
228240406,es
128430795,pt-br
193936316,en
485285973,pt-br
109545804,en
597625097,ko
40849006,en
558806680,en
615831818,ru
182999274,pt-br
180352248,en
37644866,en
445357306,ko
20491166,fr
21827001,en
95514628,en
401254399,en
64474392,en
466244213,en
28054687,en
658242959,es
144083435,tr
415006721,es
412283302,es
441659183,en
239467081,pt-br
137218232,en
158636407,en
57386477,en
72957565,en
83428908,en
119850800,ko
225388771,en
32642720,en
97280060,en
150627893,en
8957332,en
108907634,en
95904326,en
45796635,en
63024850,en
55193626,fr
494890622,fr
32648957,fr
43159291,en
106102281,en
254704601,ko
136236691,ko
35750532,pt-br
52277205,en
67311269,tr
146201410,en
159466403,pt-br
458278420,en
133723923,ko
251125971,es
59189213,en
455739128,en
26374918,en
39546824,en
604976770,en
196650765,en
510568501,en
105012569,ko
502612174,en
525706750,zh-tw
74601799,en
78648925,ko
7167763,en
104975526,it
89326666,en
441767469,es
142514479,ko
182526518,en
417598419,en
259975993,pt-br
38687378,en
674654356,pt-br
531366537,es
127830561,es
58703528,ko
218094050,en
205715382,en
224260995,en
126750144,es
43936101,en
115677058,pt-br
151671722,ru
62509579,en
140958679,ko
123061156,es
144180499,fr
47026536,en
37105711,de
27194848,en
103970359,en
517980045,es
185618927,en
409625776,en
102259578,ko
542284628,en
54609642,es
403866136,en
38390312,en
502079466,en
209073845,en
230897522,en
276333127,ko
5305213,en
135675015,en
532597148,en
445123076,en
622972777,de
65895024,en
246178823,de
106718381,de
139016093,en
502791795,en
32303470,en
508333357,en
42297570,en
404557848,pt-br
191906461,ru
40051564,zh-tw
177500112,ru
138038722,en
407819235,it
151009937,de
158034119,en
102282920,ru
170907443,pt-br
107322698,en
146426504,es
596031520,en
28180581,en
39021619,en
518016053,en
218482369,en
189446515,en
45823822,en
187223610,en
109431309,en
194016774,en
108073435,en
98446694,en
81490626,es
62183747,en
64190579,en
62174495,en
679618290,ru
64408020,de
164414896,ru
211942849,en
171515604,en
23703273,en
30707262,en
135339543,pt-br
88719434,en
59712498,en
436673718,en
168705117,en
36043238,en
52907714,en
125841214,en
94985347,en
28344501,en
484613295,ru
530381215,en
46407868,en
115880055,tr
239857817,en
45341986,fr
512497582,es
13766215,en
40327707,ru
172413090,es
679007284,pt-br
130454885,ko
192732191,es
47814097,en
112983827,en
118143393,en
30105209,en
428932318,es
21733581,en
117577939,en
98438803,en
184634287,ru
30220059,en
117573174,en
140582002,ko
109564866,en
504809127,en
532259896,pt-br
69439030,en
441355780,en
269127982,en
158712610,ru
448379286,en
677583928,en
243356119,en
461591958,ko
454954989,pt-br
676197407,pt-br
30518156,en
587384693,ru
195582640,es
57537500,ko
205261379,en
601522057,en
30100714,en
677596318,en
419434087,pt-br
41359132,en
404375488,ko
208261930,tr
89748376,ru
93035729,en
50458933,en
269835621,en
276880819,ru
139709045,en
17206877,en
61839721,en
133911716,zh-tw
255567495,en
132851477,ru
37121843,en
178742065,pt-br
133475452,en
121738453,ko
121203480,en
242243272,pt-br
52647450,en
182906782,en
102293670,en
450012016,ru
112619759,ru
110066407,en
489155160,en
39085783,en
51700007,en
173164131,en
142728478,en
580871560,ru
76385901,en
455993452,en
155748383,es
114340931,en
140001886,en
142918085,tr
30131260,es
410058603,es
219064300,en
62965771,en
87056709,en
117168642,fr
42032495,en
139470326,ko
30816637,en
267215089,ko
44574567,en
530561729,de
138117508,ko
92038375,en
150664679,ko
35884167,de
95603047,de
149496560,ko
506796529,en
470316819,zh-tw
77962388,de
145531975,en
26707340,pt-br
56489971,de
174053656,ru
11561802,zh-tw
251917401,tr
74391737,fr
553011027,it
580466843,en
235693408,fr
97828400,ru
71619324,fr
27255072,pt-br
121565482,ru
84898167,en
114562757,de
461910542,en
195094507,tr
175903345,pt-br
268731435,en
274488567,en
105438356,fr
139489176,de
270611904,es
594926430,en
174375580,en
172782057,it
76036152,ru
628127290,pt-br
90494560,en
678834366,en
267477473,tr
30264374,it
154723532,de
149682636,fr
217240521,ru
63304572,en
112066197,zh-tw
444774238,en
139695853,it
129672531,pt-br
131920252,tr
103865116,ko
485234908,en
130289619,ko
8843899,en
517553027,en
538153763,zh-tw
58573771,es
29483769,ko
93051833,en
270232021,en
26088246,zh-tw
424529699,en
106903504,de
180726259,ko
175611359,it
110876009,ko
218858514,ru
81610702,de
102165527,en
251155917,pt-br
193443628,en
278549463,es
93691073,de
469424637,en
87067909,es
145968575,en
31883069,en
437855019,ko
123075082,it
42745283,en
133928858,es
78666479,en
9173550,ko
158865144,de
496969834,en
71852806,en
24943033,de
49766631,de
187118505,ko
248926175,pt-br
68000893,en
207356702,zh-tw
535336371,ko
536684898,en
30186974,en
268272569,ru
43919115,en
430350421,en
544336017,en
107414209,fr
24253306,fr
48069053,en
411651919,it
465151579,ko
32806281,de
144465431,en
240749408,ko
229306012,en
615620426,ru
50133392,es
429255524,it
124566017,en
510575616,it
178443161,es
157053065,ko
108041070,tr
229458083,ko
479045353,en
37193065,tr
550692304,en
29810567,es
42948075,de
491608952,en
204954129,tr
73192477,en
46591050,zh-tw
131552005,tr
71931636,en
130721420,ko
414015948,de
53607259,en
45915879,ru
45881432,de
83731591,it
36565390,de
137921047,ko
144184457,ko
580550940,en
74351174,fr
67509214,en
424997705,en
98914728,en
209148705,en
466139555,en
32207400,de
140310800,ru
661629582,ru
680796024,en
209787946,en
29103119,zh-tw
37885317,pt-br
39023698,en
62952563,en
477962196,ko
662583843,es
36666407,en
81524048,de
465613748,en
116199723,ko
24818096,en
52366888,it
424828224,ko
191862954,en
174706292,en
464982050,zh-tw
136455415,en
31080309,en
21532585,de
583813711,ko
58873252,en
41930132,ru
412732056,es
466698718,en
136757244,ko
58561651,en
479452642,ko
92690071,ru
216468975,en
97487527,tr
267086754,tr
265087105,ru
178895451,it
30211877,en
566380239,en
61462606,en
472735106,fr
162151864,de
90805634,en
265721063,es
48079936,en
154347688,en
517425385,ko
28283689,zh-tw
152286442,ko
129625799,en
498223618,es
158791947,pt-br
91433897,tr
148736014,tr
130544912,ru
425367946,it
129247188,de
451786566,en
150200441,en
18615783,fr
46701630,zh-tw
126260430,ru
157151351,en
41044567,de
153987488,en
74707525,en
230892124,ru
58828681,fr
42848761,ko
475621112,tr
157963663,de
96457656,zh-tw
53395686,zh-tw
168839920,en
245318169,en
120131814,pt-br
71893221,de
41895110,fr
151029200,de
93179860,en
620563888,en
93049594,ko
50160915,en
50985620,de
178105031,tr
111297998,es
40017619,en
431832981,ko
66370849,es
23844396,en
28541821,en
128335400,en
427268445,es
142954462,en
30814134,ru
151326507,ko
57775220,zh-tw
109652110,de
599041173,en
20483303,en
104157644,en
193257984,fr
80999147,it
88267678,fr
51931241,ru
230301324,en
56301519,tr
499638930,de
88696119,it
247401621,es
121793424,en
82373831,en
412345530,en
148624191,en
99454168,en
44454610,es
540316387,en
683962555,en
528154991,es
684826127,en
96940137,en
104659233,en
37165813,fr
432633086,en
658717756,es
252382642,en
55038335,en
137283875,ru
153596382,it
179597489,de
176269586,ko
51872226,ru
195326003,en
44445798,en
599055682,es
53345189,tr
137922988,ko
32825688,de
99847338,fr
508804467,pt-br
207988328,ko
141452317,en
501734466,ko
48107542,de
147906528,es
426223598,ru
227470294,en
49396168,en
516740400,es
222497376,zh-tw
636342926,es
187669658,en
147174403,en
66250613,en
125834208,fr
141819679,ko
100548776,en
649278049,en
136945433,en
546229903,en
108710212,fr
44096715,ru
104543271,en
547047025,en
504283922,tr
126934509,ko
132538860,en
29673295,it
25492878,en
683370229,en
60334983,en
121433255,en
29128211,ru
193691087,de
402800890,fr
21418793,en
275376518,en
153027216,en
402006016,tr
80145304,en
82826005,en
142506321,fr
496761172,ko
426803884,ko
134770388,tr
27686136,en
137450442,fr
645036452,en
158875619,en
19309473,en
453964771,pt-br
100793155,en
423060007,en
544015779,de
91256328,es
663662948,en
143140193,ru
152191915,it
32238517,en
20608838,en
74854813,pt-br
167830996,pt-br
75325541,fr
63432168,en
407531224,it
188038838,en
422258954,es
109343412,en
524934031,en
473589478,es
537328222,pt-br
421144832,en
152429316,en
100905909,es
4231183,zh-tw
250655167,de
592770858,fr
133764608,ko
84362880,fr
451024164,de
606569882,de
512384897,it
63758697,en
192666468,en
184147110,ru
25924287,en
51694334,en
17858826,zh-tw
59019038,en
122691064,es
41546661,en
91089367,en
87507032,en
432129995,pt-br
141008088,ru
265519073,en
215639111,en
486450344,en
124833441,es
78059925,en
492219683,ko
162957501,fr
601516488,ru
97716686,en
425385501,zh-tw
76735118,en
79594996,es
403478367,en
57781936,en
683735094,en
490245656,en
79769388,de
621319816,en
61812950,en
467340631,es
526644325,pt-br
165478707,es
114132908,ru
539061618,en
149232299,tr
42583390,en
27418458,en
280541454,en
70801500,en
644597699,fr
647885626,en
31736255,en
144395004,fr
197993189,tr
22552479,en
30214074,en
82937586,en
91181983,en
122863474,fr
202927921,en
102715659,es
116000787,en
650020168,en
644489473,zh-tw
51264119,es
232032883,en
22043840,en
179279586,it
533876668,en
87245015,en
56418014,en
53265819,en
77023813,en
101294641,en
91048013,de
432065909,en
485818115,fr
40035700,en
103869274,ru
23798553,ru
277945156,en
430551896,de
53254959,ru
72382928,ru
75016953,ko
679689209,en
128976889,en
29528377,en
174496081,pt-br
133621591,de
46374435,en
26603977,en
75975979,en
102851308,en
38625696,en
18816864,en
152890221,en
143398258,en
84152112,en
500227144,en
90888563,tr
544353667,de
517536651,es
161444554,en
25605761,fr
137914720,ko
505105909,ru
183051236,en
45371944,zh-tw
169057214,zh-tw
18219250,en
171445517,pt-br
267192562,pt-br
437998435,en
209315409,en
164098529,en
152599001,ko
600581140,en
604006117,ru
200677581,en
23275336,en
48914675,en
482044548,en
142549906,pt-br
93593314,es
107988359,en
146550248,en
85986621,es
147195328,en
90661740,fr
113674423,en
171364604,fr
72312037,es
441515350,en
188133710,en
30866055,en
402444761,ru
47681327,de
137298121,es
96560346,fr
245172555,es
134777447,ko
550810681,en
424178500,en
410200411,fr
43183012,it
182801947,ru
220571998,fr
684856395,en
684389206,en
90091619,en
590448974,ko
39373046,en
534503051,en
539034892,ru
520120921,en
475246721,tr
67770460,en
438236737,en
193593110,es
191255489,ko
162665605,tr
148423995,ko
64947004,de
47124404,ru
29309909,en
449199754,es
83232866,es
61257244,zh-tw
40083477,zh-tw
48057752,ru
210983926,en
429201442,it
38974476,de
145209772,en
66076836,en
61243967,de
68376511,de
75860283,en
91904840,de
97245742,en
412813805,en
68375831,en
70110726,de
170939205,es
446543041,es
436563158,fr
96360686,en
191126513,en
228485853,en
31561517,en
93028922,en
553122896,en
22484632,en
57378374,zh-tw
547326451,tr
177146919,fr
79442833,tr
139041475,tr
96116107,es
487330909,de
492063485,en
472476963,en
198434884,en
637344205,en
240460348,en
586801846,de
71588578,de
193270950,en
39850052,es
149727725,en
191144377,en
32085830,en
4794831,pt-br
132083317,en
105887183,ru
21270244,en
109724636,en
151883075,de
147539451,fr
39655944,en
265784997,en
169902659,en
25220420,en
612418652,es
16146075,en
98274770,en
42665223,en
611288548,de
519877181,en
37558817,en
460865820,tr
192434734,en
492897250,fr
651883423,es
39176572,en
523511903,en
531210110,en
485335460,es
456427110,en
136509921,pt-br
611793396,ru
421201105,en
500270648,es
587367019,pt-br
194431028,fr
31021656,de
165962882,es
228846298,es
44106621,en
108523725,fr
101769575,de
38629049,ru
241912819,es
140711251,en
263885120,en
111736667,en
682490268,en
66217456,fr
45190616,ru
255484834,de
50606249,de
103710103,fr
166182151,en
112225893,en
199659989,en
125216434,en
47243696,pt-br
126632539,en
113954840,en
463485082,de
24934483,en
44656294,de
19721626,ru
75319267,en
197044566,en
645398388,ru
178091065,ru
26285618,en
68879855,es
238637522,en
442729976,es
80584722,it
181677239,ru
624837613,en
49474235,fr
481582844,pt-br
81206052,fr
176435448,en
237111171,it
144777936,de
44442348,ru
28402090,en
583312873,pt-br
114856888,en
23549775,en
62983472,en
445887011,es
101214680,en
77090752,en
30271296,fr
24935580,en
674296501,en
30176715,en
188381614,en
29514354,de
29273855,en
96726033,en
65293646,de
69710577,en
81936404,ru
46176210,en
71440174,pt-br
56453119,en
40826049,tr
421736337,pt-br
53617519,ru
94839448,de
31919607,es
27457904,es
424575749,tr
136301003,es
60296546,en
140622614,en
44445592,en
42621483,de
157867122,pt-br
72646713,en
71917070,ru
62658190,fr
57280911,en
146165658,de
247997153,en
68292748,en
108776574,de
75346877,en
165080419,en
52130765,fr
453909753,en
48022358,en
660003898,pt-br
514595736,es
424649607,pt-br
53179957,en
162614098,en
48947783,en
25454398,fr
210485458,es
42177890,en
31747504,en
198833605,en
506769423,fr
94707429,en
156488821,tr
70302631,en
147090915,en
115109639,ru
265706238,it
116888929,en
142582199,pt-br
58577111,en
61491333,de
80474667,de
165648032,en
426028180,de
181041216,en
115090564,en
532473040,en
247269266,en
141429177,en
611082988,de
90608415,en
180830366,ru
192136834,en
157093286,de
115238940,de
57777434,de
28604133,en
25467580,en
616957545,es
116528496,ru
44811367,en
30281925,en
75265753,es
82493955,fr
600593493,es
84935206,en
613442022,pt-br
518105587,de
79916834,fr
404788875,en
197926915,en
113009449,pt-br
48259328,en
485775989,it
273071110,ru
252393390,it
447313383,de
124368186,tr
119040012,en
498364642,en
113525511,ru
99751174,tr
93109827,en
207879899,en
269503217,pt-br
666994347,en
238813810,de
645118591,en
23936415,en
611456265,it
89408007,tr
134609454,en
119638640,en
36318615,fr
140927415,en
227455447,en
478575546,en
94269217,en
112699945,en
664496133,pt-br
563538952,en
670850473,en
124421740,en
464891470,en
608315032,es
249820319,en
673537270,en
41040855,fr
30666848,en
59983904,es
134931057,tr
15554591,en
522937378,tr
37370325,pt-br
160009153,fr
135596479,en
40113225,en
47703889,en
120625204,it
684892514,en
68096475,en
26144028,en
102650694,en
448841993,fr
548658760,ru
54303213,en
447717702,en
189106199,en
36536868,en
424571482,pt-br
48377265,de
533163287,de
141986126,pt-br
613118745,en
22025290,en
679081214,de
123522003,en
278501824,en
61855433,en
133394398,en
13708365,fr
470224575,pt-br
223204596,en
45320647,en
230234996,fr
102735477,en
101198118,fr
105598582,en
156618943,en
161315772,de
635806157,en
144738703,de
655722612,tr
646861315,es
269013831,en
30336876,en
569407200,fr
36191747,en
74072432,de
258512842,en
463086691,en
680515912,de
39801475,fr
273391172,tr
172070107,en
78182396,en
73987082,fr
115921608,en
91462150,en
494880549,en
91200728,en
72871495,pt-br
63356519,es
28552242,de
69592711,fr
501797277,en
57606996,en
66086067,zh-tw
198758477,de
69599769,en
236072637,es
408600663,en
657412053,pt-br
158577991,en
540116601,en
135016449,es
134037766,en
493668985,fr
103104431,fr
47130218,en
412171908,en
180781256,en
89471706,fr
436815633,en
29213580,en
546291081,tr
569121099,en
41487980,fr
150050532,en
608183678,en
114635439,es
143699738,es
24057744,en
603028727,de
43650535,en
115361391,pt-br
74547134,es
505360781,pt-br
87803283,en
492779169,en
44391234,en
22422920,en
236171146,en
70142975,es
204080849,es
545510563,it
404475816,en
535682849,en
675798357,en
11152602,en
122808988,de
539128796,it
119690902,en
125709967,en
96161915,en
91451363,en
35975319,es
177887421,es
74547642,es
271432683,fr
463204522,de
83828553,en
49620437,en
165357469,en
457710230,pt-br
134307776,en
57343830,tr
30889146,pt-br
149278950,pt-br
665964314,pt-br
12725840,en
454544425,fr
421356930,en
64556262,fr
154843490,pt-br
102133075,it
110320392,en
423041512,en
44019612,en
32626463,en
95865289,es
107037524,pt-br
429614703,en
87134227,en
147936883,it
450172317,en
408413662,fr
91483729,fr
509206420,en
599628469,en
404878236,fr
64083240,es
59294375,tr
522271630,tr
60450726,ko
47694770,en
56121892,en
21534457,en
504408605,de
39173262,en
450668880,en
72061353,pt-br
46035253,fr
423999537,pt-br
67261729,en
515238537,fr
142132586,en
12640214,de
677840683,en
185270549,en
592201379,ru
68728634,en
116493788,en
23417509,en
11002670,en
97610047,fr
30131293,en
67805197,es
88803908,en
193548061,en
42108204,en
69129389,pt-br
603899496,it
132642617,pt-br
69498094,tr
110892046,en
29660771,en
511146666,tr
263392353,it
78309483,en
25592987,en
235634967,ko
158043399,ko
86011884,es
411206295,de
501169529,es
238481803,fr
228400642,en
404750409,en
413533510,en
58699480,en
177467367,en
47071880,pt-br
431882702,en
641972806,en
61312447,en
621224165,en
472272947,en
528127240,zh-tw
77140862,en
186924307,en
26954716,en
107992372,en
88607410,en
457124238,en
56625428,en
131439149,en
175870676,en
469749101,es
175163251,ko
169188075,en
133702699,es
144926827,en
140639269,ko
145574736,en
675597696,ru
679184702,zh-tw
210322610,en
484594057,ko
6659366,en
51891532,pt-br
204155002,es
128515235,zh-tw
37853510,en
526250022,es
488639324,en
268314886,en
46029485,en
44960888,fr
71753298,en
44682115,de
147742566,en
72293941,en
507350796,en
72253475,en
89194621,zh-tw
81033995,en
20087878,en
189352834,ko
113563121,de
678282822,pt-br
638719711,en
154300418,en
174319057,en
50872216,en
190415415,ko
210175483,de
418157079,pt-br
65311054,en
424693141,ru
265534270,pt-br
76454012,en
101735242,en
440229923,fr
42281668,it
421352709,ko
36181442,en
24203432,en
477061010,en
616054000,en
76969852,en
582102994,ko
91597299,en
418512949,en
593239868,en
69696883,en
155817940,ko
77840050,en
245552629,it
28194376,en
271083975,en
119534481,zh-tw
451779370,zh-tw
611256342,ru
148140136,ko
154452148,en
28649581,zh-tw
498501291,en
171821664,en
23822990,en
13326547,en
530503592,zh-tw
179375615,en
196475653,en
119626447,fr
462383035,ko
23502707,ru
106710521,en
129108719,es
115400814,ru
93549215,en
558097474,en
57113906,ru
159259410,en
620328888,es
103498719,en
499575094,en
42297683,en
109696261,en
66050096,tr
138883042,en
413623507,en
89577790,en
48509535,en
58617863,de
100197001,pt-br
157025835,pt-br
46708638,pt-br
71758288,en
269637140,es
452152341,en
164969364,en
419262873,zh-tw
42023073,en
118344827,es
460417343,pt-br
138034808,en
233024443,en
493039803,en
52093580,de
454844399,en
73022012,en
174984146,en
512234006,en
193785576,ko
46005422,ko
120198135,ru
170665523,ko
32239862,en
525071617,en
109859862,en
191531784,en
493797901,en
60155821,en
400063210,en
198677654,en
280234057,en
471972656,en
276472653,en
125507274,de
72504276,en
122147688,fr
40301856,en
192256962,en
63238352,en
46615641,pt-br
417144407,ru
152597237,ko
264858004,fr
44595372,fr
210771571,es
50038708,en
495173501,ru
97570759,en
470599511,en
41942091,en
19683544,en
54894099,en
153802233,de
24385207,en
507429005,en
114180363,en
143578581,de
56114697,en
95527262,fr
184850198,en
54164709,pt-br
620278741,en
502430815,en
59503890,fr
23308993,ru
581769355,en
138777278,ko
218950114,en
61326873,en
65833588,en
140851952,en
242707422,en
651170218,en
177329360,ko
57763130,en
30173897,en
109556210,en
125314259,ko
93589410,en
646743237,fr
259922200,en
194637276,ru
522815466,en
138536529,ko
72793250,de
245996676,en
174147662,en
71507789,en
104690726,ru
508992778,en
179739651,it
401822139,ko
465987079,ko
81412437,de
157723094,es
429586615,en
109250560,en
515567425,en
126884070,de
47862305,fr
143298328,ko
609507618,en
475566892,en
192200166,ko
40965449,en
491625140,fr
234257334,de
407144557,de
104391402,en
108237455,fr
659865842,en
502776632,de
180702956,en
28029009,en
39489688,en
76320055,en
99246707,ru
53999900,ru
205896375,es
74493987,fr
424757504,ru
505955525,de
415946653,fr
645455470,en
499493444,en
90020006,en
667771915,en
505757613,ru
146933532,en
555713070,en
24643779,en
168679147,es
36108496,de
163790744,en
35758713,en
463861146,ru
656190769,en
78701842,en
65863839,ru
18837809,en
194407709,ru
482917790,de
31582993,en
269190323,en
101201535,fr
416460717,it
27627583,es
273322572,ru
93034725,es
13698772,en
10207853,en
121649330,en
161742641,es
622745408,it
256046222,es
88824973,es
496330533,ru
113819437,it
672272413,it
541080286,fr
