source,target,weight
153314610,28990891,37
62356185,28990891,34
28575692,28990891,47
30904062,28990891,36
49045679,28990891,36
138686063,28990891,37
38121996,28990891,38
31688366,28990891,43
81687332,28990891,37
38005233,28990891,46
26301881,28990891,35
88084663,28990891,33
29829912,28990891,35
153176290,28990891,34
68594999,28990891,34
129342719,28990891,46
76258299,28990891,39
60781881,28990891,40
7832442,28990891,34
112034182,28990891,34
29661191,28990891,34
142797941,28990891,43
120568022,28990891,33
179896802,28990891,35
26490481,28990891,36
30104304,28990891,38
50597026,28990891,34
38746172,28990891,45
108268890,28990891,34
188890121,28990891,36
57025612,28990891,44
147337432,28990891,35
131403189,28990891,34
99591839,28990891,34
106961925,28990891,43
114119743,28990891,35
28565473,28990891,35
76020989,28990891,55
185913819,28990891,32
37278046,28990891,18
123364886,28990891,32
132954880,28990891,51
22596190,28990891,63
37402112,28990891,38
71092938,28990891,48
56649026,28990891,48
150989534,28990891,20
90516316,28990891,14
30623831,28990891,37
103861159,28990891,33
44424631,28990891,36
118342490,28990891,36
164459256,28990891,31
43102846,28990891,34
62510206,28990891,47
109157255,28990891,15
86403736,28990891,33
48437708,108353322,24
22346597,108353322,250
30357893,108353322,233
142055874,108353322,297
36138196,108353322,74
87207953,108353322,17
54319112,108353322,241
39692658,108353322,209
36029255,108353322,192
96564203,108353322,11
26857029,108353322,13
459331509,108353322,71
40857595,108353322,33
98048949,108353322,32
98561040,108353322,23
78131255,108353322,11
129004176,108353322,11
159785521,108353322,201
85652487,108353322,61
31239503,108353322,50
40110994,108353322,26
42973421,108353322,13
125387632,108353322,22
42814514,108353322,17
49914195,108353322,31
59308271,108353322,12
41879247,108353322,11
35980866,108353322,27
58753574,108353322,13
24538518,108353322,13
32212533,108353322,23
45329736,108353322,16
167100879,108353322,23
45098797,496970086,116
36029255,496970086,43
40934651,496970086,19
195166073,496970086,64
56649026,496970086,30
21841789,496970086,41
71092938,496970086,110
29400754,496970086,81
37402112,496970086,40
125387632,496970086,71
160504245,496970086,79
26301881,496970086,78
11692694,496970086,22
30904062,496970086,11
24765850,496970086,22
23852822,496970086,29
179896802,496970086,12
25202416,496970086,24
503598254,496970086,11
485855940,496970086,15
9244832,496970086,11
31239503,496970086,19
26490481,496970086,26
38746172,496970086,35
135052907,496970086,68
30080751,496970086,38
72256775,496970086,34
153176290,496970086,60
30777889,496970086,26
246654976,496970086,11
73362563,496970086,34
410965603,496970086,17
79792848,496970086,19
16677765,496970086,38
451374597,496970086,13
44390855,496970086,75
32258140,496970086,34
62510206,496970086,58
68336635,496970086,11
95304188,496970086,16
492854165,496970086,26
57717183,496970086,45
30104304,496970086,56
31557869,496970086,12
459331509,496970086,12
112822444,496970086,11
154425624,496970086,21
31688366,496970086,13
26610234,496970086,46
12875057,496970086,11
29829912,496970086,19
15027034,496970086,38
21991090,496970086,11
7010591,496970086,11
41245072,496970086,12
59016177,496970086,15
108268890,496970086,12
156037856,496970086,17
116885541,496970086,12
46346234,496970086,17
110655027,496970086,12
76020989,496970086,27
117348035,496970086,21
36483360,496970086,11
70983974,496970086,11
21390470,496970086,12
128149102,496970086,17
471398124,496970086,13
64140092,496970086,17
36324138,496970086,19
188614162,496970086,22
44991151,496970086,13
440665861,496970086,12
503369631,496970086,15
254756234,496970086,13
95645837,65411398,47
26610234,65411398,22
26819117,65411398,144
213748641,65411398,138
71092938,65411398,13
31239503,65411398,26
25604128,65411398,460
156862667,65411398,162
98742675,65411398,103
22877031,65411398,51
43899589,65411398,231
14382096,65411398,194
125387632,65411398,39
31089858,65411398,78
118263259,65411398,12
149584843,65411398,93
213749122,65411398,158
87791915,65411398,164
38158532,65411398,27
105244994,65411398,21
188890121,65411398,43
31809543,65411398,38
39392583,65411398,22
43578182,65411398,57
36029255,65411398,15
90334727,65411398,19
39154778,65411398,58
70075625,65411398,127
100138916,65411398,71
134766328,65411398,63
44338537,65411398,14
123364886,65411398,23
195047234,65411398,15
220930843,65411398,19
112167340,65411398,16
72977645,65411398,55
22814674,65411398,30
96772990,65411398,14
231849482,65411398,18
104435562,65411398,12
26693897,65411398,16
232372312,65411398,19
423621850,65411398,12
675980762,65411398,28
188614162,65411398,22
43534020,65411398,27
94849379,65411398,37
42141270,65411398,11
63828424,65411398,34
248753372,65411398,14
36324138,65411398,18
57116735,65411398,12
78131255,65411398,13
129004176,65411398,11
30104304,65411398,12
86277097,65411398,13
38970815,65411398,11
158279505,275644615,86
138143929,275644615,74
259694951,275644615,94
138542600,275644615,263
156710981,275644615,46
103917636,275644615,110
134301181,275644615,36
156748712,275644615,91
81857784,275644615,103
30904062,275644615,258
149188013,275644615,123
190835892,275644615,300
492854165,275644615,37
166079347,275644615,122
120568022,275644615,76
148934000,275644615,39
133923936,275644615,132
46834933,275644615,124
86403736,275644615,129
138094321,275644615,109
134639274,275644615,19
103861159,275644615,95
164459256,275644615,88
103825127,275644615,110
148057505,275644615,97
164234001,275644615,121
150989534,275644615,26
29506118,275644615,82
66375105,275644615,30
139683021,275644615,13
160504245,275644615,50
25236843,275644615,55
83257026,275644615,74
143868710,275644615,18
161982841,275644615,95
102381201,275644615,40
38121996,275644615,38
146584003,275644615,44
471398124,275644615,14
44991151,275644615,21
125387632,275644615,143
30777889,275644615,53
71092938,275644615,87
188614162,275644615,86
62510206,275644615,74
38746172,275644615,60
109593463,275644615,39
191256374,275644615,38
592719791,275644615,205
122754132,275644615,27
185398814,275644615,52
147090450,275644615,48
137724490,275644615,20
227499842,275644615,170
59016177,275644615,24
76020989,275644615,72
485855940,275644615,86
81478902,275644615,15
138117005,275644615,33
138689767,275644615,59
143754803,275644615,32
26779624,275644615,47
24765850,275644615,55
16677765,275644615,60
15027034,275644615,74
536083731,275644615,30
11692694,275644615,86
36440933,275644615,18
25202416,275644615,79
102845970,275644615,79
238141340,275644615,19
36029255,275644615,76
64855800,275644615,25
126595970,275644615,17
23852822,275644615,58
47250099,275644615,65
132954880,275644615,17
37402112,275644615,48
117348035,275644615,182
140175340,275644615,13
195166073,275644615,119
153176290,275644615,43
70983974,275644615,65
175175907,275644615,54
246654976,275644615,59
31239503,275644615,64
503598254,275644615,62
451374597,275644615,27
7720868,275644615,11
513289543,275644615,12
62356185,275644615,44
442374416,275644615,55
49045679,275644615,111
241448668,275644615,11
179896802,275644615,49
128149102,275644615,47
21841789,275644615,15
28990891,275644615,47
153314610,275644615,35
28575692,275644615,37
40784764,275644615,38
55933037,275644615,39
138686063,275644615,44
154425624,275644615,48
31688366,275644615,47
81687332,275644615,36
38005233,275644615,36
26301881,275644615,49
88084663,275644615,34
29829912,275644615,37
68594999,275644615,35
32718606,275644615,44
129342719,275644615,39
76258299,275644615,37
76084292,275644615,48
60781881,275644615,59
7832442,275644615,38
100438963,275644615,55
112034182,275644615,37
29661191,275644615,35
119497908,275644615,51
142797941,275644615,43
188490730,275644615,20
26490481,275644615,46
30104304,275644615,47
50597026,275644615,40
38594688,275644615,47
108268890,275644615,41
188890121,275644615,39
57025612,275644615,43
147337432,275644615,38
131403189,275644615,39
99591839,275644615,42
71672341,275644615,46
106961925,275644615,58
114119743,275644615,40
28565473,275644615,38
80731615,275644615,49
185913819,275644615,37
225138277,275644615,12
577364308,275644615,13
26610234,275644615,12
25247111,275644615,23
22596190,275644615,18
496970086,275644615,22
149397653,275644615,37
39154778,275644615,46
123364886,275644615,37
30141561,275644615,12
40656652,275644615,12
503369631,275644615,16
56649026,275644615,46
60978448,275644615,35
41245072,275644615,48
30623831,275644615,38
44424631,275644615,36
109157255,275644615,18
102192603,275644615,45
22814674,275644615,33
21991090,275644615,46
43102846,275644615,39
118342490,275644615,40
41229504,275644615,13
50597026,88301612,3050
114119743,88301612,348
147337432,88301612,1516
28575692,88301612,1185
71092938,88301612,102
52803405,88301612,872
27115917,88301612,1617
41719107,88301612,63
174955366,88301612,901
131215608,88301612,285
96324761,88301612,530
68594999,88301612,472
138347708,88301612,22
89047775,88301612,339
32053915,88301612,1060
43102846,88301612,248
416031592,88301612,257
576114251,88301612,93
241808969,88301612,433
190708734,88301612,151
407837457,88301612,124
96022899,88301612,108
72550899,88301612,29
71852533,88301612,669
36029255,88301612,343
62989856,88301612,224
118652300,88301612,99
81446331,88301612,161
38009333,88301612,69
198506129,88301612,95
89890241,88301612,68
42120234,88301612,108
84886230,88301612,49
24306397,88301612,135
139504995,88301612,27
31239503,88301612,91
128149102,88301612,15
160504245,88301612,23
211024421,88301612,70
492854165,88301612,49
52349411,88301612,69
574802385,88301612,17
30104304,88301612,11
85034121,88301612,19
156037856,88301612,19
26490481,88301612,14
117323707,88301612,59
188614162,88301612,26
117011503,88301612,131
40383341,88301612,123
132258917,88301612,34
125387632,88301612,100
35788650,88301612,84
152088629,88301612,48
112456234,88301612,34
117031241,88301612,22
89204267,88301612,34
84639976,88301612,11
662638256,88301612,29
141490402,88301612,29
171183040,88301612,31
129004176,88301612,29
78131255,88301612,22
195166073,88301612,12
183181014,88301612,14
62814828,88301612,28
26610234,88301612,18
59965916,88301612,11
36483360,88301612,22
139027213,88301612,30
26301881,88301612,13
37402112,88301612,11
21841789,88301612,17
36324138,88301612,12
150716625,88301612,12
101572475,95660365,132
132850171,95660365,11
55898523,95660365,14
16064695,95660365,17
40336240,95660365,28
158939016,95660365,336
125387632,95660365,22
87602262,95660365,18
71092938,95660365,24
45044816,95660365,49
31545223,95660365,18
60160906,95660365,55
21991090,95660365,21
56040562,95660365,20
135177864,95660365,26
38121996,95660365,27
31239503,95660365,23
40784764,95660365,33
129004176,95660365,14
36029255,95660365,17
219621643,95660365,13
41567638,95660365,23
91647183,95660365,14
48870826,95660365,38
138310362,95660365,13
46780407,95660365,39
28213443,95660365,11
72550899,95660365,33
71092938,104655406,86
154425624,104655406,11
52839414,104655406,53
116010031,104655406,84
21841789,104655406,18
26301881,104655406,17
37402112,104655406,11
38746172,104655406,11
36029255,104655406,29
26490481,104655406,15
439244188,104655406,21
31239503,104655406,32
72550899,104655406,13
158811448,104655406,13
102845970,48731544,363
103825127,48731544,595
66375105,48731544,73
30904062,48731544,109
81857784,48731544,351
102381201,48731544,911
190835892,48731544,741
225138277,48731544,61
208185912,48731544,18
134301181,48731544,380
148057505,48731544,105
170823058,48731544,22
149397653,48731544,196
103861159,48731544,309
164234001,48731544,85
46834933,48731544,31
140175340,48731544,13
227499842,48731544,24
133923936,48731544,34
120568022,48731544,101
259694951,48731544,19
143754803,48731544,34
144485229,48731544,17
147420494,48731544,110
49045679,48731544,25
36029255,48731544,22
25247111,48731544,103
79086834,48731544,21
62356185,48731544,28
164459256,48731544,88
138094321,48731544,28
175175907,48731544,30
536083731,48731544,51
68771419,48731544,22
419496016,48731544,11
156748712,48731544,89
83257026,48731544,21
106961925,48731544,68
147090450,48731544,30
103917636,48731544,67
138542600,48731544,33
513289543,48731544,19
86403736,48731544,21
159965232,48731544,28
138686063,48731544,36
148934000,48731544,23
161982841,48731544,16
122754132,48731544,27
238141340,48731544,11
231439726,48731544,11
275644615,48731544,22
31265359,48731544,25
241448668,48731544,29
137724490,48731544,14
153036354,48731544,11
428951019,48731544,12
146584003,48731544,49
134639274,48731544,12
139683021,48731544,27
618072117,48731544,14
166079347,48731544,29
143868710,48731544,19
156710981,48731544,12
138143929,48731544,13
71313548,48731544,15
138689767,48731544,19
149188013,48731544,11
592719791,48731544,15
36029255,123938689,53
167413849,123938689,113
71092938,123938689,41
78131255,123938689,65
44338537,123938689,17
125387632,123938689,24
31239503,123938689,16
119925910,123938689,19
129004176,123938689,71
26490481,123938689,17
154425624,123938689,14
26610234,123938689,32
31500812,123938689,13
156037856,123938689,11
124318726,144354306,25
89389801,144354306,15
150436863,144354306,64
236507843,144354306,17
502329433,144354306,63
31688366,144354306,13
55933037,144354306,30
39154778,144354306,36
53065331,144354306,19
641281044,179346610,581
431220960,179346610,846
213748641,179346610,538
508525027,179346610,360
522410585,179346610,438
141278593,179346610,529
213749122,179346610,14
106026618,179346610,231
116311210,179346610,36
31239503,179346610,144
227780908,179346610,11
237872364,179346610,313
159974499,179346610,153
61021309,179346610,32
105244994,179346610,35
86277097,179346610,82
188890121,179346610,104
22814674,179346610,48
69129511,179346610,135
129004176,179346610,41
122854486,179346610,24
78131255,179346610,32
39154778,179346610,16
104435562,179346610,47
182144693,179346610,14
44407373,179346610,14
62989856,104477229,38
88301612,104477229,60
50597026,104477229,274
71852533,104477229,45
42120234,104477229,13
114119743,104477229,300
38009333,104477229,22
89047775,104477229,46
147337432,104477229,33
68594999,104477229,66
28575692,104477229,137
241808969,104477229,92
52803405,104477229,47
131215608,104477229,374
52349411,104477229,11
171183040,104477229,11
87805484,104477229,27
174955366,104477229,42
198506129,104477229,16
32053915,104477229,51
36029255,104477229,19
190708734,104477229,17
89204267,104477229,17
150716625,104477229,14
41719107,104477229,11
24306397,104477229,31
27115917,104477229,37
416031592,104477229,21
96324761,104477229,57
128149102,104477229,11
40383341,104477229,34
155293895,104477229,18
43102846,104477229,26
84886230,104477229,12
31239503,85956078,36
29400754,85956078,13
26301881,85956078,22
21841789,85956078,15
71092938,85956078,57
38746172,85956078,11
160504245,85956078,14
26490481,85956078,33
45044816,85956078,14
26610234,85956078,15
57717183,85956078,13
135052907,85956078,11
152088629,85956078,19
40934651,85956078,11
37402112,85956078,38
129342719,85956078,68
36029255,85956078,22
21991090,85956078,11
38121996,85956078,11
125387632,85956078,19
44390855,85956078,14
31688366,85956078,20
81687332,85956078,12
116885541,85956078,11
189755167,85956078,11
29829912,85956078,27
30080751,85956078,12
128149102,85956078,49
112868442,85956078,21
29661191,85956078,45
64581694,85956078,24
101572475,85956078,18
12875057,26764651,40
16064695,26764651,20
106159308,26764651,16
21991090,26764651,16
47627824,26764651,18
45044816,82032862,47
125521980,82032862,28
55970469,82032862,223
31688366,82032862,12
72550899,82032862,14
56040562,82032862,46
48870826,82032862,52
101572475,82032862,67
26707784,204482134,38
12875057,204482134,32
16064695,204482134,38
46780407,204482134,33
99351845,204482134,22
109193436,204482134,13
60160906,204482134,13
38121996,204482134,22
622545020,204482134,41
106159308,204482134,18
79918954,204482134,29
45822345,204482134,12
21991090,204482134,15
166312452,204482134,16
213749122,63614185,283
86277097,63614185,122
87791915,63614185,177
65411398,63614185,116
213748641,63614185,600
70075625,63614185,303
43899589,63614185,124
90334727,63614185,12
98742675,63614185,42
25604128,63614185,103
14382096,63614185,36
78131255,63614185,14
129004176,63614185,14
32184566,63614185,25
100138916,63614185,78
31239503,63614185,79
36029255,63614185,19
188890121,63614185,222
128149102,63614185,12
22814674,63614185,85
133850478,63614185,20
63828424,63614185,28
675980762,63614185,13
104435562,63614185,36
37402112,63614185,13
26819117,63614185,101
22877031,63614185,82
39154778,63614185,168
42415435,63614185,13
53657951,63614185,17
105244994,63614185,68
94849379,63614185,47
156862667,63614185,21
134766328,63614185,116
38158532,63614185,29
125387632,63614185,41
72977645,63614185,30
26693897,63614185,31
43578182,63614185,29
57116735,63614185,13
31089858,63614185,44
95645837,63614185,13
231849482,63614185,26
232372312,63614185,27
95793204,63614185,15
237872364,63614185,15
188614162,63614185,20
159974499,63614185,44
115141884,63614185,15
195047234,63614185,36
61021309,63614185,26
44407373,63614185,18
38461708,63614185,14
48189727,63614185,17
71092938,63614185,18
118263259,63614185,14
123364886,63614185,14
112167340,63614185,13
95645837,44162266,32
96772990,44162266,20
87791915,44162266,44
65411398,44162266,226
98742675,44162266,50
26819117,44162266,55
94849379,44162266,36
63828424,44162266,22
25604128,44162266,149
43899589,44162266,103
22877031,44162266,46
213748641,44162266,84
188890121,44162266,14
213749122,44162266,154
26693897,44162266,11
70075625,44162266,160
43578182,44162266,26
72977645,44162266,45
31089858,44162266,53
134766328,44162266,51
63614185,44162266,40
14382096,44162266,46
31809543,44162266,21
231849482,44162266,23
220930843,44162266,18
43534020,44162266,12
38970815,44162266,24
39154778,44162266,38
76752131,44162266,13
156862667,44162266,36
149584843,44162266,19
26610234,44162266,14
38158532,44162266,15
36029255,44162266,17
232372312,44162266,19
195047234,44162266,11
125387632,44162266,14
52650914,108547363,142
55933037,108547363,105
124318726,108547363,129
89389801,108547363,20
39432884,108547363,27
241546561,108547363,24
36029255,108547363,24
236507843,108547363,94
150436863,108547363,98
53065331,108547363,38
125387632,108547363,26
413091457,108547363,16
97552124,108547363,24
44941227,108547363,21
82173521,108547363,29
108507500,108547363,11
128293484,102680338,15
36029255,102680338,146
26490481,102680338,11
36511475,102680338,14
71092938,102680338,74
31239503,102680338,25
40934651,102680338,14
410965603,102680338,18
22959224,102680338,13
31500812,102680338,19
26610234,102680338,14
36324138,102680338,13
160504245,102680338,11
30104304,102680338,48
59965916,102680338,11
44390855,102680338,18
57025612,102680338,11
198506129,75701802,390
27115917,75701802,24
50597026,75701802,19
574802385,75701802,143
182427515,75701802,11
199636758,75701802,30
183233336,75701802,57
71852533,75701802,16
274508467,75701802,13
174955366,75701802,12
44338537,42546908,17
154425624,42546908,1111
84168533,42546908,333
71092938,42546908,2240
72550899,42546908,63
26490481,42546908,296
29400754,42546908,18
26029516,42546908,187
254756234,42546908,68
30080751,42546908,45
122887284,42546908,428
21841789,42546908,99
38746172,42546908,300
107305687,42546908,201
190146087,42546908,126
9244832,42546908,581
31557869,42546908,268
116885541,42546908,450
86879544,42546908,175
142156879,42546908,15
119415848,42546908,107
185913819,42546908,84
72256775,42546908,21
26301881,42546908,110
409760532,42546908,83
23945610,42546908,455
31239503,42546908,67
36029255,42546908,129
153176290,42546908,152
32402794,42546908,162
20555157,42546908,86
138088505,42546908,41
78131255,42546908,45
128149102,42546908,12
31688366,42546908,34
459331509,42546908,11
143759910,42546908,15
28252159,42546908,15
10180005,42546908,33
112822444,42546908,254
59966426,42546908,24
195166073,42546908,12
44396269,42546908,90
26538483,42546908,47
139144469,42546908,70
50127647,42546908,123
133612930,42546908,21
37522866,42546908,76
28369163,42546908,26
44424631,42546908,15
129004176,42546908,42
119925910,42546908,15
70924840,42546908,153
153314610,42546908,72
71344810,42546908,16
40934651,42546908,35
30104304,42546908,16
7010591,42546908,44
59308271,42546908,11
125387632,42546908,37
30777889,42546908,38
160504245,42546908,43
37402112,42546908,58
95304188,42546908,33
67465665,42546908,12
29829912,42546908,13
26610234,42546908,43
19395644,42546908,15
62510206,42546908,17
61433001,42546908,14
108268890,42546908,12
69588825,42546908,13
9679595,42546908,12
106013742,42546908,12
56649026,42546908,16
41245072,42546908,16
78119719,124304147,27
57717183,124304147,47
31239503,124304147,179
37402112,124304147,149
654556126,124304147,12
29829912,124304147,45
36029255,124304147,197
44390855,124304147,14
445529741,124304147,153
27934574,124304147,66
24538518,124304147,14
62510206,124304147,20
128149102,124304147,121
112868442,124304147,50
154425624,124304147,15
31688366,124304147,33
71092938,124304147,145
69588825,124304147,15
69239046,124304147,11
30661033,124304147,51
44099416,124304147,31
109345208,124304147,30
125387632,124304147,35
92113890,124304147,28
45329736,124304147,34
28213443,124304147,33
26490481,124304147,24
64581694,124304147,44
26202775,124304147,68
26991127,124304147,294
224081471,124304147,53
25009441,124304147,22
36481935,124304147,14
26857029,124304147,13
160504245,124304147,72
38594688,124304147,15
26610234,124304147,20
108268890,124304147,28
128856353,124304147,16
102529633,124304147,33
26301881,124304147,12
30777889,124304147,38
213748641,124304147,11
224037760,124304147,14
72550899,124304147,18
78131255,124304147,18
129004176,124304147,18
60672785,124304147,20
117783070,124304147,16
437841638,124304147,18
101936909,124304147,12
254756234,124304147,19
60978448,124304147,13
81832690,124304147,24
22346597,124304147,13
30104304,124304147,14
153437050,124304147,40
21841789,124304147,13
10180005,124304147,12
128293484,124304147,14
40934651,124304147,22
135052907,124304147,12
119409271,124304147,11
16064695,124304147,13
449887442,45278859,12
36029255,45278859,30
71092938,45278859,17
44054511,45278859,13
92372244,211381187,208
88084663,211381187,21
31688366,211381187,13
117583640,211381187,32
267948159,211381187,34
228296361,211381187,27
183741582,211381187,42
209702413,211381187,50
22346597,80216715,16
35980866,80216715,24
459331509,80216715,45
96564203,80216715,47
36138196,80216715,14
471811595,80216715,15
31688366,88957496,346
99591839,88957496,37
31239503,88957496,69
128293484,88957496,44
38708489,88957496,21
98506045,88957496,132
56649026,88957496,26
36029255,88957496,590
30080751,88957496,20
69588825,88957496,122
81687332,88957496,57
109341125,88957496,22
36324138,88957496,30
196668687,88957496,21
22346597,88957496,11
39154778,88957496,49
22739676,88957496,12
122881889,88957496,100
71092938,88957496,185
157286930,88957496,59
30104304,88957496,20
24538518,88957496,56
44390855,88957496,11
30227322,88957496,22
27934574,88957496,15
71672341,88957496,41
21841789,88957496,19
48465437,88957496,21
59308271,88957496,55
143646010,88957496,20
117783070,88957496,25
162278307,88957496,11
59965916,88957496,17
72550899,88957496,39
27107346,88957496,13
26490481,88957496,44
188887325,88957496,57
214572684,88957496,23
122887284,88957496,11
154425624,88957496,26
30777889,88957496,12
128149102,88957496,30
189755167,88957496,17
112868442,88957496,14
48870826,88957496,14
45044816,88957496,13
101572475,88957496,13
41652,88957496,11
55970469,88957496,11
26610234,88957496,22
37402112,88957496,36
26301881,88957496,38
160504245,88957496,22
71509335,88957496,13
118241089,88957496,14
60978448,88957496,11
29829912,88957496,18
101740476,88957496,20
116885541,88957496,13
78131255,88957496,20
123782776,88957496,31
492854165,88957496,16
129004176,88957496,15
48437708,88957496,11
188614162,88957496,14
125387632,88957496,40
109157255,88957496,52
36483360,88957496,16
57317154,88957496,12
92113890,88957496,41
40336240,88957496,12
31545223,88957496,20
9244832,88957496,11
81857784,86126056,232
103825127,86126056,986
102845970,86126056,2582
227499842,86126056,32
138686063,86126056,43
429533286,86126056,15
185398814,86126056,17
138542600,86126056,62
190835892,86126056,510
36029255,86126056,23
148057505,86126056,36
536083731,86126056,35
30904062,86126056,230
156748712,86126056,54
120568022,86126056,173
102381201,86126056,168
139683021,86126056,49
137884624,86126056,13
161982841,86126056,18
83257026,86126056,19
86403736,86126056,31
46834933,86126056,157
166079347,86126056,46
71313548,86126056,22
147090450,86126056,97
49045679,86126056,120
106961925,86126056,225
103861159,86126056,370
122754132,86126056,44
81762924,86126056,19
524297220,86126056,12
513289543,86126056,93
66375105,86126056,126
147420494,86126056,18
133923936,86126056,37
164234001,86126056,77
427703203,86126056,12
172879061,86126056,14
159965232,86126056,50
149397653,86126056,153
48731544,86126056,61
134639274,86126056,16
68771419,86126056,26
164459256,86126056,64
275644615,86126056,20
25247111,86126056,55
74722038,86126056,25
225138277,86126056,14
149188013,86126056,20
146584003,86126056,19
618072117,86126056,12
428951019,86126056,23
130968411,86126056,16
41229504,86126056,14
138094321,86126056,11
148934000,86126056,16
134301181,86126056,40
143754803,86126056,20
241448668,86126056,19
31265359,86126056,20
156710981,86126056,12
160254620,86126056,21
62356185,86126056,19
114774737,86126056,15
79086834,86126056,61
143868710,86126056,14
103917636,86126056,16
592719791,86126056,13
128149102,86126056,14
190835892,110345640,289
145178632,110345640,297
159965232,110345640,31
102845970,110345640,101
102381201,110345640,34
66375105,110345640,34
103825127,110345640,155
120568022,110345640,29
30904062,110345640,59
156748712,110345640,27
46834933,110345640,11
164234001,110345640,17
81857784,110345640,91
103861159,110345640,42
536083731,110345640,12
68771419,110345640,22
48731544,110345640,36
225138277,110345640,12
148057505,110345640,14
231439726,110345640,11
139683021,110345640,22
149397653,110345640,18
164459256,110345640,20
79086834,110345640,11
147090450,110345640,13
86126056,110345640,12
275644615,110345640,12
227499842,110345640,15
55933037,75999663,102
53065331,75999663,191
71092938,75999663,21
150436863,75999663,219
39432884,75999663,22
236507843,75999663,30
124318726,75999663,105
48199446,75999663,13
64479508,75999663,64
89389801,75999663,15
97552124,75999663,23
112034182,75999663,20
505614602,75999663,56
52650914,75999663,38
44941227,75999663,17
108547363,75999663,17
125387632,75999663,17
103825127,137753119,185
102845970,137753119,165
74722038,137753119,25
133923936,137753119,102
190835892,137753119,138
149397653,137753119,28
148934000,137753119,53
81857784,137753119,39
81762924,137753119,13
134028817,137753119,97
86126056,137753119,53
46834933,137753119,48
138542600,137753119,83
30904062,137753119,32
159965232,137753119,25
103861159,137753119,33
143754803,137753119,27
138689767,137753119,25
138143929,137753119,28
25247111,137753119,63
138117005,137753119,20
120568022,137753119,24
138686063,137753119,32
148057505,137753119,23
166079347,137753119,60
147090450,137753119,31
161982841,137753119,30
86403736,137753119,82
122754132,137753119,35
146584003,137753119,14
158279505,137753119,13
149188013,137753119,57
275644615,137753119,14
106961925,137753119,26
164234001,137753119,27
513289543,137753119,16
49045679,137753119,94
66375105,137753119,16
259694951,137753119,22
48731544,137753119,11
164459256,137753119,19
83257026,137753119,43
138094321,137753119,18
114774737,137753119,33
185398814,137753119,34
144485229,137753119,15
134639274,137753119,11
36029255,401894839,24
101939053,401894839,21
106829863,401894839,39
48870826,401894839,26
41567638,401894839,32
46780407,401894839,13
60160906,401894839,35
101572475,401894839,78
56040562,401894839,11
31239503,401894839,30
40336240,401894839,13
72550899,401894839,22
38121996,401894839,41
26707784,401894839,12
28213443,401894839,11
16064695,401894839,23
138310362,401894839,28
45044816,401894839,22
182427515,401894839,14
55898523,401894839,11
219621643,401894839,13
31545223,401894839,11
143759910,49303276,1463
28369163,49303276,719
122887284,49303276,12
151550066,49303276,79
98506045,49303276,19
116298471,49303276,223
71092938,49303276,110
72550899,49303276,30
44424631,49303276,27
125387632,49303276,33
69588825,49303276,22
78116651,49303276,118
31688366,49303276,94
154425624,49303276,17
26490481,49303276,45
25009441,49303276,11
21841789,49303276,29
32375464,49303276,38
31239503,49303276,44
36029255,49303276,40
30777889,49303276,11
409760532,49303276,11
193531341,49303276,15
42546908,49303276,18
29829912,49303276,26
61433001,49303276,19
41245072,49303276,12
81687332,49303276,16
26610234,49303276,42
26301881,49303276,17
132850171,49303276,18
37402112,49303276,16
112822444,49303276,12
56649026,49303276,11
38594688,49303276,20
30104304,49303276,18
43334060,49303276,16
128149102,49303276,15
45044816,49303276,11
9244832,49303276,19
119415848,49303276,12
31557869,49303276,12
36029255,102440358,70
26490481,102440358,15
160028137,102440358,171
71092938,102440358,32
129004176,102440358,11
125387632,102440358,29
50063424,102440358,66
36483360,102440358,11
31239503,102440358,24
72550899,102440358,17
26610234,102440358,21
156037856,102440358,12
30623831,102440358,13
37402112,102440358,11
26301881,102440358,16
36029255,91137296,1146
30104304,91137296,44
159785521,91137296,18
27934574,91137296,135
109157255,91137296,21
48465437,91137296,70
190835892,91137296,12
88957496,91137296,44
26301881,91137296,92
36138196,91137296,28
154425624,91137296,27
50815446,91137296,16
56649026,91137296,43
26610234,91137296,82
30080751,91137296,132
42120234,91137296,15
125387632,91137296,45
36511475,91137296,44
38708489,91137296,47
24538518,91137296,173
156037856,91137296,45
71092938,91137296,268
30357893,91137296,13
30227322,91137296,200
59308271,91137296,161
31239503,91137296,97
118241089,91137296,51
166713016,91137296,15
36513760,91137296,18
76084292,91137296,12
140772558,91137296,17
128293484,91137296,55
37402112,91137296,42
9244832,91137296,12
26490481,91137296,61
123782776,91137296,61
72977645,91137296,23
136371522,91137296,11
21841789,91137296,52
36483360,91137296,27
36259794,91137296,20
57317154,91137296,13
16064695,91137296,11
92113890,91137296,114
44390855,91137296,25
106013742,91137296,16
29829912,91137296,16
188887325,91137296,54
30661033,91137296,20
70075625,91137296,15
27107346,91137296,17
536083731,91137296,14
67802451,91137296,11
36324138,91137296,41
129004176,91137296,24
59016177,91137296,15
40336240,91137296,15
112868442,91137296,11
29400754,91137296,28
30777889,91137296,20
160504245,91137296,60
92858368,91137296,16
157636141,91137296,11
118155820,91137296,14
72256775,91137296,25
71852533,91137296,15
72550899,91137296,35
71509335,91137296,81
174955366,91137296,26
64581694,91137296,13
78131255,91137296,19
57025612,91137296,29
95304188,91137296,12
60978448,91137296,34
88239974,91137296,13
31545223,91137296,15
38746172,91137296,45
