source,target
1399435434552291331,1399196869130027009
1399434967185252354,1399426492057100296
1399386907251982336,1399386737068150793
1399436195625582593,1399433514597064705
1399195995146100737,1399194560383787008
1399196869130027009,1399196411304890371
1399430958743441411,1399399255136157699
1399430542743916546,1399364187445473280
1399429624858357762,1399406839301804037
1399399255136157699,1399395551259541506
1399364187445473280,1399083314649047041
1399423416214638599,1399406327395463169
1399406327395463169,1399405873634631684
1399419998473494543,1399414580317667332
1399402254688350211,1399388596679987204
1399414580317667332,1399395627486924800
1399413757445513218,1399412043351048193
1399414986481487877,1399412335488475141
1399413272961499139,1399405384759189508
1399109221321424899,1398938002941005826
1399111441295237122,1398938002941005826
1399110460159541251,1398938002941005826
1399108954492489732,1398938002941005826
1399117627578929154,1398938002941005826
1399120330204061700,1398938002941005826
1399125179083657219,1398938002941005826
1399131366797742088,1398938002941005826
1399412295407747073,1398938002941005826
1399412176977281024,1399410914600886277
1399412043351048193,1399410257651126280
1399412335488475141,1399396046841815043
1399405384759189508,1399404054221144078
1399410257651126280,1399408768220340226
1399410914600886277,1399408768220340226
1399406494664306691,1399402880306647047
1399405892110532611,1399223535604682752
1399405461556891651,1399405414018584579
1399402880306647047,1399401789322059781
1399223535604682752,1399202372417687554
1399405414018584579,1399390910635446273
1399405303418933252,1399404576218910724
1399403934511472646,1399403932267565056
1399403928542978049,1399399860856623108
1399403613118623752,1399403611814195204
1399402927069052930,1399389028219338755
1399402268269727746,1399396251762892800
1399401789322059781,1360300592338325505
1399401746057764866,1399186250813169664
1399401225167294470,1399301112746889216
1399400360897355784,1399080798435876867
1399397742955401218,1399392080825405444
1399399860856623108,1399390044671066112
1399403611814195204,1399403610610438149
1399396251762892800,1399395886652928004
1399388596679987204,1399327582315859970
1399392080825405444,1399390823020650497
1399393928995033093,1399392686872961024
1399392995582091271,1399320449092407300
1399392917014290440,1399392916494188550
1399392686872961024,1399359873276690434
1399392686222630912,1399391837773656064
1399392916494188550,1399392916016025608
1399359873276690434,1399358892321222656
1399391837773656064,1399292436065570819
1399391536639533058,1399367467437277185
1399389659654807554,1399389655024300035
1399387040924549122,1399385868494905354
1399389655024300035,1399389650951622659
1399385868494905354,1399385783153401862
1399382735966203906,1399382731583148034
1399382727242125314,1399382722888409092
1399383904365146112,1399383479419215873
1399383684948447234,1399383188594638851
1399383154876616708,1399381399308619782
1399382740621938693,1399382735966203906
1399382731583148034,1399382727242125314
1399382722888409092,1399382718505312258
1399380052240781315,1399377584073306116
1399379584248782852,1399347880272568322
1399377835140202498,1399338072383365120
1399291718864977921,1399289945160925185
1399377358923124742,1399289945160925185
1399383188594638851,1399380909506191361
1399381399308619782,1399380291744145409
1399382718505312258,1399382714453618692
1399377584073306116,1399376133422862342
1399094529626722307,1399001852927164424
1399338072383365120,1399001852927164424
1399374058639273988,1399167428085567490
1399373780296810500,1399349677267558402
1399373293862412299,1399373291819835397
1399372670538596356,1399348689873686534
1399037285052555267,1399036882412097536
1399037275632250883,1399036882412097536
1399037476656881666,1399036882412097536
1399037552850526213,1399036882412097536
1399038084583411718,1399036882412097536
1399038543389990915,1399036882412097536
1399039906467528709,1399036882412097536
1399039098623459339,1399036882412097536
1399041013541490691,1399036882412097536
1399043606963499015,1399036882412097536
1399052054384025601,1399036882412097536
1399058710597713921,1399036882412097536
1399058900813586439,1399036882412097536
1399069552978190339,1399036882412097536
1399085385456701447,1399036882412097536
1399044539919351809,1399036882412097536
1399102816870936576,1399036882412097536
1399241361501609986,1399036882412097536
1399244006702391300,1399036882412097536
1399167428085567490,1399036882412097536
1399349677267558402,1399348466741088256
1399373291819835397,1399373289701707780
1399369134203314180,1399368869618151425
1399366748890144769,1399365470168535044
1399368869618151425,1399365519497564163
1397564997216006152,1397395746006081536
1399362685817421824,1399362685267963905
1399362685267963905,1399362684781350912
1399362684781350912,1399362684252954629
1399361185024286722,1399360736841932801
1399360736841932801,1399360584064372738
1399359288808718341,1399358750390210563
1399358892321222656,1399358687265820672
1399358750390210563,1399358038096678923
1399358061928665089,1399357834706440193
1399357834706440193,1399356907744280578
1399358153096060936,1399353008664756232
1399357831795462148,1399182343328321545
1399356907744280578,1399356465161330694
1399356579254767618,1399355809784602627
1399355386461769733,1399354785422143493
1399353126990217217,1399353017690771456
1399350809876471809,1399349536011792384
1399356465161330694,1399355474550591490
1399354785422143493,1399350251685761024
1399349536011792384,1399348265217368064
1399347539216932870,1399314093941665795
1399346866739978240,1399346709310869511
1399346709310869511,1399346143134470146
1387088545391812608,1387088543856660487
1399344006862098433,1399107902753886213
1399342202178899968,1399145880091983879
1399341439407079433,1399340983658156040
1399341376169332737,1399332684388659204
1399340135792009216,1399333412004061184
1399297235272278023,1399291718864977921
1399323569012699143,1399290221091459074
1399340983658156040,1399279523150106626
1399332684388659204,1398997931613581315
1399333412004061184,1399332235652775938
1399331519274139650,1399330587316559874
1399330587316559874,1399324396821549059
1399260106890485760,1399258746090668037
1399268994264276994,1399258746090668037
1399323040882774021,1399258746090668037
1399317688745443328,1399305361161601028
1399319409588539392,1399319246686015489
1399321453024223234,1399319246686015489
1399318718983909376,1399315076046278661
1399315076046278661,1399309120445071362
1399315339683504130,1399298147604697090
1399313568965738498,1326248254791688192
1399313542625562624,1399313540385759233
1399313347271606275,1399301660883795971
1399312181716525059,1385801275497910274
1399312078993707014,1397612172222599168
1399309120445071362,1399253121189220352
1398299556488650754,1398299554076839943
1385801275497910274,1385794257760526338
1399308988781678592,1399287323301453825
1399304242603696133,1399303031599079424
1399303610123567104,1399296936381980678
1399287323301453825,1399284743141838851
1399294858032992260,1399252119413215232
1399296867549200384,1399296846216970244
1399296846216970244,1399296830480039936
1399293968085655553,1399291607183249414
1399291546139254792,1399291544620969984
1399252119413215232,1399227194635862018
1399225948491321345,1399225943558787075
1399291544620969984,1399291542901346307
1399286973978738688,1399286972179312644
1399285895853842437,1399224572767989760
1399283165659688962,1399283162312699907
1399283118909968391,1398960426990379008
1399286972179312644,1399286970166116354
1399283162312699907,1399283154955816962
1399278100966363138,1399277864936042501
1399276136849231872,1399275501173178371
1399275501173178371,1399274991397457923
1399281672168763393,1399280912181784576
1399279558688493569,1399229493940719622
1399277974353027073,1399098831300661249
1399277877045043201,1399182381353902080
1399277864936042501,1399276541310169091
1399276289375096832,1399275709349064705
1399275828660240384,1399033326229360648
1399280912181784576,1399205163127119874
1246005969735294976,1245793331105239040
1399229493940719622,1399226675720712194
1399098831300661249,1399072421563482128
1399182381353902080,1399182184997482497
1399276541310169091,1399275702474612741
1399270105410846722,1399026527946350593
1399268640516673536,1399267223781380098
1399093518715478022,1399093516756832267
1399267223781380098,1399265114528825345
1399265999539511299,1398154988367400966
1399264201512681474,1399262367561617410
1399263211170508800,1398910910148886533
1399260803526631427,1399260609108086785
1399260562207428610,1399209239080366082
1399260036535242756,1399260030365421574
1399260609108086785,1399260442074042368
1399209239080366082,1399174569848573952
1399258841372676097,1399253691232710656
1399256930749587459,1399254191030341635
1399256139053731842,1135948670568882178
1399253691232710656,1399251425255989256
1399253927439310849,1398856290202497032
1399253744378912770,1399238221159149569
1399253569057046530,1399253371807223808
1399248738590228484,1399248143426854914
1399248811524902912,1399248807167102983
1399248143426854914,1399243794327826433
1399248840679596033,1399248390559502337
1399248807167102983,1399248794546409476
1399247694342754307,1399244318364274692
1399243794327826433,1399233249881124866
1399248390559502337,1399247853482962946
1399212211550048258,1399211955676540931
1399236953443164160,1399226043764908033
1399149292728770563,1399115804856262659
1399233245582004224,1399115804856262659
1399226043764908033,1399217362889445379
1399115804856262659,1399108503260782592
1399231522499035137,1399230897707126788
1399231161071587334,1399229593005879296
1399230244721246214,1399208281021849605
1399226026950074370,1399171374862774275
1399230897707126788,1399230740106125312
1399229593005879296,1399118643091238912
1114958963899019264,1114957729850896384
1399202913805733894,1399202911788273664
1399217340911284224,1399208807918624770
1399215085302665220,1398299162257465354
1398299162257465354,1398295991531544581
1399211955676540931,1399201061835997192
1399202916133572610,1399202913805733894
1399204225343803393,1398724068128419840
1386624307594420226,1386595353873551363
1398724068128419840,1398713921972834305
1399195318869278730,1399194376387981319
1399196411304890371,1398708277681164290
1399194560383787008,1398708440969584642
1399194376387981319,1399191247655518211
1399191468514824192,1399174359978176514
1399181834408189952,1399180688981565441
1399177114952339458,1374762270861893633
1399171325265121280,1399169675028799488
1399165843712401408,1399131789755568128
1399131789755568128,1398965433286410242
1399155027239915536,1399151711881621506
1399151278857535489,1399129757170688008
1399148884841037827,1399148617068204032
1399145061024034825,1399119771573002241
1399142428657946630,1399120448541974534
1399138900883513349,1398650475097071616
1398650475097071616,1398649301904076803
1399136085804929027,1397964284953600003
1399135902929231877,1399133086114324480
1399134124171051009,1399108543287021574
1399130878366859264,1399077279855153160
1397964284953600003,1397957024470601728
1399133086114324480,1399132377314729993
1399077279855153160,1399047962915966977
1399126173917925376,1399125623327453190
1399125214789881860,1399116725917032462
1399120319000965120,1398592694352596994
1399125623327453190,1399124546880372736
1399116725917032462,1399114827105247243
1399119958433480710,1398980252685291524
1399108992966676481,1399108942492434441
1399101546797932551,1399100440109780998
1399114951923486721,1399100440109780998
1399118220041261061,1399100440109780998
1399116687195004928,1399116535545798657
1398980252685291524,1398978969509240832
1399109168318013449,1399109166879416328
1399109108196941827,1399109094934409216
1399109094934409216,1399109062680211456
1399109062680211456,1399109026177159169
1399109026177159169,1399109006732369921
1399109006732369921,1399108992966676481
1397257349061087237,1397257347257483273
1399109166879416328,1399109165365215234
1399107875243450372,1399097195442343938
1399107198995861506,1399093522414907392
1399106101900087302,1399048291115995139
1397257347257483273,1397257345713987585
1399109165365215234,1399109163179991042
1399097195442343938,1399096037202092035
1398038524352413697,1398034732630396928
1399100534498349056,1399099805599666176
1399101930790600713,1399101547506810881
1399099805599666176,1399096656012795904
1399099165330841605,1399098249185796098
1399099014059069440,1399095391531028480
1399098515134070784,1399095551199629314
1399097147438485505,1399096776917798912
1399096963954581504,1399081906281484288
1399101547506810881,1399101155964239876
1399096656012795904,1399095982562762753
1399098249185796098,1399096921663414272
1399095551199629314,1399040212660101126
1390696834927050753,1390696830548205571
1399081906281484288,1399081095421890571
1399094765623336964,1399094010686414854
1399089312470384645,1399044539919351809
1399090112449978370,1399044539919351809
1399079359198253057,1399078211762507781
1399086451199971336,1399086283008495624
1399084870962499586,1399083631977635846
1399083919958491142,1399083849133481993
1399083849133481993,1399080094170222593
1398786980104843265,1398643830161920006
1399075314366619648,1399070653915881475
1399074904415342604,1399066021894492168
1399070653915881475,1399067271327195136
1399066021894492168,1399052896713457665
1399072322846433283,1399068172632870920
1399072421563482128,1399058781007454210
1399070331684327425,1399070330618974208
1399068172632870920,1399066804727828484
1399067869586116613,1399025419114926080
1399067263840526337,1399066538926301184
1399064641565777924,1399064334274371587
1399070330618974208,1399070329620758528
1398951120651833346,1398908742985519104
1399066804727828484,1398570489098932226
1399025419114926080,1399018544088580099
1399066538926301184,1399060008919261185
1399064334274371587,1399059398874574852
1399059374694338563,1399053090066780161
1399055011313770497,1399028650444529673
1399028650444529673,1398993773288472580
1399051431466856451,1397625850623836170
1399052099367936003,1398714945580285961
1399049299766349826,1399048612655493120
1108815171336720385,1108813562087133186
1398714945580285961,1398695777115979779
1399017574684364800,1399011727417745408
1399048612655493120,1399047863515111427
1399045839306297350,1398994754201862145
1399043933418573827,1398892940274147330
1399037745448718338,1399036792007843840
1399035834603491330,1398687988268240897
1399036792007843840,1399035551873789953
1398856676472729600,1398849717061173250
1398687988268240897,1398674616051142656
