post,user
1399627274798968840,467513287
1399627274140401665,467513287
1399627271917428737,467513287
1399627270705254403,467513287
1399627270076174337,467513287
1399627254267777024,467513287
1399627252237733889,467513287
1399627250241359877,932713839409364992
1399627248324562944,467513287
1399627207304257536,900040284616114176
1399627207304257536,507704346
1399627207304257536,1246390748225908739
1399627192259125252,1155470031225884675
1399627192259125252,1315337534465949696
1399627150093869056,1373380323959058434
1399626741790875650,1315337534465949696
1399626741790875650,737142202481016832
1399626741790875650,918112383628963841
1399626728746541057,1315337534465949696
1399626728746541057,918112383628963841
1399626728746541057,737142202481016832
1399626595669794816,467513287
1399626594646335489,1044298030512570368
1399626573247045634,467513287
1399626565051457537,467513287
1399626551117897729,467513287
1399626462278291457,558114487
1399626424646995974,1315337534465949696
1399626424646995974,1155470031225884675
1399626424525504514,1155470031225884675
1399626424525504514,1315337534465949696
1399626105796104193,49427323
1399579293777338369,2288653218
1399615652793663494,900040284616114176
1399615652793663494,507704346
1399626401469378561,1155470031225884675
1399626404472496130,918112383628963841
1399626404472496130,737142202481016832
1399626406070476802,737142202481016832
1399626406070476802,918112383628963841
1399404078296289284,26244315
1399626423715909634,1155470031225884675
1399626423715909634,1315337534465949696
1399626423606915075,1155470031225884675
1399626423606915075,1315337534465949696
1399626423518826498,1315337534465949696
1399626423518826498,1155470031225884675
1399626232120025091,918112383628963841
1399626217465159683,918112383628963841
1399626204643135491,1155470031225884675
1399626172061958144,1378669526108098561
1399626172032487425,1378669526108098561
1399626169499230208,49427323
1399626169499230208,1270312236
1399626132216033281,1373380323959058434
1399626109759729667,1373380323959058434
1399626106890764291,112416230
1399626033796628480,1378669526108098561
1399626031632429056,3375234699
1399626011482984451,1378669526108098561
1399625960580796418,1384862715836043267
1399625942339780614,49427323
1399625900942057472,725664829
1399625900942057472,2185307851
1399625878561124352,725664829
1399625878561124352,2185307851
1399625832964923393,49427323
1399625832964923393,3099404849
1399625789566509057,330097232
1399625789566509057,1297545010393604096
1399625618963275778,1155470031225884675
1399625615054151683,1155470031225884675
1399625592589500418,1155470031225884675
1399625517146402820,1479997092
1399625083048673283,1152156312417054722
1399624985287790592,1155470031225884675
1399624980913025027,1155470031225884675
1399624979944194050,1155470031225884675
1399624979864563714,1155470031225884675
1399624971761053698,814819045786591232
1399624957831696387,1155470031225884675
1399624800503431174,1378669526108098561
1399624634383937536,1155470031225884675
1399624611227181057,1155470031225884675
1399624580709421056,1378669526108098561
1399624566872420352,1155470031225884675
1399624517769629699,1155470031225884675
1399624513541783553,1155470031225884675
1399624507451535361,1155470031225884675
1399624484269694976,1155470031225884675
1399624454381182981,1378669526108098561
1399624443803078658,1378669526108098561
1399624432440709124,109516415
1399624401059041281,1155470031225884675
1399624382285234178,1378669526108098561
1399624380502536197,1155470031225884675
1399624379357556740,1155470031225884675
1399624367202390016,1378669526108098561
1399624357304020994,1155470031225884675
1399624318443831297,1378669526108098561
1399624296285286403,1378669526108098561
1399624296142606336,1378669526108098561
1399624273959002116,1373380323959058434
1399624246851260416,3352362083
1399624208326352896,467513287
1399624150587695109,49427323
1399624133118398465,467513287
1399624130652160006,1373380323959058434
1399624111211622403,1373380323959058434
1399624088784605185,1373380323959058434
1399624088705015809,3259000821
1399624031532355586,467513287
1399624026448826381,867738228937416705
1399624025689755650,467513287
1399624023357726731,467513287
1399624021378048000,467513287
1399624019368939520,467513287
1399623992240218115,3259000821
1399623987920048134,1373380323959058434
1399623921310212096,1373380323959058434
1399623918449790983,1301734219748487168
1399623898652610562,3259000821
1399623867853787142,328415084
1399623854675333124,3259000821
1399623846043525121,3259000821
1399623828851068928,3259000821
1399623767597490176,291831562
1399623767509409797,291831562
1399623634084302851,1197182725880455169
1399623634084302851,738316128641028096
1399623634084302851,3429995201
1399623633371222019,467513287
1399623473589276672,1155470031225884675
1399623469063573505,1155470031225884675
1399623453771173888,1155470031225884675
1399623435303718913,3259000821
1399623394971291649,935750757751640066
1399623394971291649,1167145117452570626
1399623321503735809,250004738
1399622837095313412,1373380323959058434
1399622794426585091,1373380323959058434
1399622793411665920,1373380323959058434
1399622779725651973,1373380323959058434
1399622750960975877,467513287
1399622703468924929,1373380323959058434
1399622633591918592,1373380323959058434
1399607898620235782,2185307851
1399608208088571904,49427323
1399623786106966016,1707913032
1398274738577891328,467513287
1399443465470099456,91202632
1399622330691719172,837133583558987776
1399622256481951747,1373380323959058434
1399622236428980226,1373380323959058434
1399622236332597248,1373380323959058434
1399622098918772741,837133583558987776
1399622092962758658,216571869
1399622092962758658,10707292
1399621952650858497,1296810199513214977
1399621924578336769,2288653218
1399621924578336769,326229600
1399621851576426499,1327528657011675136
1399621687843299329,15311202
1399621633816543232,1087739460501020674
1399621546805768193,837133583558987776
1399621514740252680,1397563864766631936
1399621232534949889,4567643115
1399621190012968963,1278563776883646469
1399620951638089731,507704346
1399620951638089731,1246390748225908739
1399620934546329601,467513287
1399620785891774467,467513287
1399620768867180547,932713839409364992
1399620766921105408,467513287
1399620763007819779,467513287
1399620419146207232,1087739460501020674
1399619966211559426,837133583558987776
1399619829720625153,291831562
1399619787404234759,237435988
1399619681045016576,1093802215582494722
1399619653035429888,49427323
1399619600606806017,291831562
1399619569279553540,291831562
1399619391432630277,291831562
1399619368481394695,291831562
1399618716548091905,291831562
1399618592988176384,291831562
1399618567092506625,291831562
1399618562101235713,291831562
1399618556774473732,291831562
1399618545219158019,291831562
1399618521546428418,1397563864766631936
1399618414512152576,467513287
1399618339161378816,467513287
1399618329099182082,509849786
1399618296257908736,467513287
1399618253522100228,467513287
1399618210752761857,467513287
1399618184328658945,467513287
1399618167899627525,467513287
1399618097930248192,467513287
1399618089885605888,467513287
1399618080347721730,467513287
1399618058474373120,467513287
1399618058440876035,467513287
1399618058403127297,467513287
1399618058382188546,467513287
1399618058365325313,467513287
1399618058361188352,467513287
1399618058294026240,467513287
1399617827829649412,932713839409364992
1399617820414070785,467513287
1399617816454701061,467513287
1399617815322271746,467513287
1399617812558123010,467513287
1399617812096851969,467513287
1399617811371237376,467513287
1399617810851143681,467513287
1399617808699478018,467513287
1399617808695283713,467513287
1399617806874910722,467513287
1399617804521852935,467513287
1399617804165390336,932713839409364992
1399617802617688066,467513287
1399617794308706304,467513287
1399617790466740226,467513287
1399617788516446209,467513287
1399617786582908930,467513287
1399617784666017792,467513287
1399617782581534723,467513287
1399617780635344898,467513287
1399617749274423297,955154562553278464
1399617711143931904,929791330519322624
1399617711143931904,237435988
1399617642764419072,70205946
1399617635327741956,237435988
1399617302098857987,467513287
1399617256921907210,467513287
1399617256389320705,467513287
1399617234150977536,467513287
1399541577358348290,216571869
1399621840922832901,1327528657011675136
1398721532147421184,1210991649863561216
1398721532147421184,1067515786586177536
1398721532147421184,158681231
1398721532147421184,1184906538902867968
1399619678901702658,1310578301119864833
1398006633964376071,78012548
1399617114655318023,70205946
1399616797695954945,507704346
1399616797695954945,1246390748225908739
1399616789751947264,507704346
1399616789751947264,1246390748225908739
1399616759511007235,159111536
1399616725411405829,1597716954
1399616695547858946,814819045786591232
1399616665671905282,19478383
1399616642943012866,1397563864766631936
1399616635791626240,1348205353113186304
1399616633337942016,1397563864766631936
1399616626354491392,1397563864766631936
1399616614253879298,1397563864766631936
1399616608956469250,1397563864766631936
1399616598424567809,1397563864766631936
1399616590149263360,1397563864766631936
1399616577360875521,1397563864766631936
1399616570356375552,1397563864766631936
1399616557555359745,1397563864766631936
1399616438286143489,1397563864766631936
1399615790584762369,1013971684624424960
1399615790584762369,4818104765
1399615364581892097,467513287
1399615354960105475,2923411356
1399615332201992201,867738228937416705
1399615320659214337,467513287
1399615309787635714,467513287
1399615290510655488,467513287
1399615287335477248,467513287
1399615287234867200,467513287
1399615287180288000,467513287
1399615287163555840,467513287
1399615287146713088,467513287
1399615287138398209,467513287
1399615287134244866,467513287
1399615287134244864,467513287
1399615287109038083,467513287
1399615287092256768,467513287
1399615287088066564,467513287
1399615287041925123,467513287
1399615180615688193,467513287
1399615164824051716,467513287
1399615161309274113,467513287
1399615160604663808,467513287
1399615158167773186,467513287
1399615156393590785,467513287
1399615151960215552,467513287
1399615150919983104,467513287
1399615149087002625,467513287
1399615147702898688,467513287
1399615145832243202,467513287
1399615145605750785,467513287
1399615143567314951,467513287
1399615142560686080,467513287
1399615141633789953,467513287
1399615139654012929,467513287
1399615137796046850,467513287
1399615137632473090,467513287
1399615136109842432,467513287
1399615134335750144,467513287
1399615133639446534,467513287
1399615133262008320,467513287
1399615132142034946,467513287
1399615131965870082,467513287
1399615131353554947,467513287
1399615131340922881,467513287
1399615129377968128,467513287
1399615125364092931,467513287
1399615123417935875,467513287
1399615121538834432,467513287
1399615119504596993,467513287
1399615117537460227,467513287
1399615115603943429,467513287
1399615113670410248,467513287
1399615111363317760,467513287
1399615109195091968,467513287
1399615019319500807,1044298030512570368
1399614337594105860,501820341
1399614337594105860,1196062898054979585
1399614149647294467,1044298030512570368
1399614108228407299,502377273
1399613411835604993,467513287
1399613305317072900,2427010064
1399612961564499968,null
1399612568168173570,983748604744564738
1399612568168173570,868577681306247169
1399612568168173570,1315661734045265921
1399612503093481473,19478383
1399612495325810688,467513287
1399612479873847300,27860681
1399612408793022467,1296810199513214977
1399541344583000065,1196062898054979585
1399541344583000065,972549900960456705
1399592839978180611,1349704382510628875
1399526580674875395,983748604744564738
1399526580674875395,1315661734045265921
1399402554216390658,1315661734045265921
1399612397208416258,837133583558987776
1399612374026493952,174205367
1399612208275935233,481503944
1399612003946278912,467513287
1399612002025213954,467513287
1399612000133648385,467513287
1399611998279716866,467513287
1399611992147628035,467513287
1399611769165946880,1348205353113186304
1399611556552331264,1034250501540339712
1399611540458856450,1348205353113186304
1399611490013913088,15808647
1399611483055693825,481503944
1399610967718252544,1155470031225884675
1399610967718252544,1264433760
1399610580302958594,1155470031225884675
1399610575429111808,1155470031225884675
1399610553279172608,1155470031225884675
1399610482236051456,1155470031225884675
1399609952625303553,3164656512
1399609921151422466,1479997092
1399609582348128258,837133583558987776
1399609532129722369,2185307851
1399609532129722369,725664829
1399609181964021761,1087739460501020674
1399609060555575296,837133583558987776
1399609054599712768,291831562
1399609054599712768,49383389
1399609037654659075,2923411356
1399608989135036418,1021322525287026688
1399608989114060803,1109977455417282566
1399608988988325892,467513287
1399608895987986434,1087739460501020674
1399608862798319618,15311202
1399608740807053314,1109977455417282566
1399608729776103425,467513287
1399608727792128002,467513287
1399608726861066240,1021322525287026688
1399608684209074182,1306527138527444993
1399608675816280069,467513287
1399608259053592576,467513287
1399608250602037258,218790418
1399608158927085568,49427323
1399608087888203776,49427323
1399608079726096384,1364715033553375235
1399607799160651778,467513287
1399607778159869953,1155470031225884675
1399607683234271232,943555760923070465
1399607620059676674,467513287
1399607569019199488,934888860168925186
1399607547129122817,934888860168925186
1399607542771240960,null
1399607450492235777,467513287
